	Year	Num	Non_EU_country	Sentence
585	2003	enb12226e	['Russia', 'Norway', 'Canada']	"IPCC TAR: Chair Halldr Thorgeirsson reported on informal consultations, noting that Parties highlighted the need to: build upon existing agreement; advance work without establishing constraints; encourage broad participation, including from experts, while keeping the process under Party control; and ensure participation by all Parties. He proposed holding a ""sessional"" workshop that would ensure participation by all Parties. SAUDI ARABIA said work should focus on determining the terms of reference of the workshop. The G-77/CHINA, NEW ZEALAND and THAILAND stressed the need to determine the workshops scope. CHINA, INDIA, SUDAN and SAUDI ARABIA proposed structured submissions on priority themes for consideration at the workshop. The EU and NORWAY said there is no need for further submissions. The G-77/CHINA, SAUDI ARABIA and OMAN objected to a COP decision, while the EU, NORWAY, NEW ZEALAND, RUSSIAN FEDERATION and CANADA expressed support for it."
423	2003	enb12227e	['United States']	"NON-ANNEX I NATIONAL COMMUNICATIONS: On Saturday, Parties considered the Chairs revised draft conclusions and a draft COP decision. On provision of financial and technical support for the submission of views on experiences with the GEF and its implementing agencies, the EU questioned the regularity of such submissions. Parties addressed text to be forwarded for consideration in the omnibus decision under the agenda item on additional guidance to the GEF, and agreed to consult informally on the paragraphs and submit views to the Secretariat. On timing of submissions of second and, where appropriate, third national communications, the US and SAINT LUCIA questioned the meaning of ""availability of financial resources."" The G-77/ CHINA noted that the preparation of national communications is a continuous process, but that the frequency of submissions is a ""non-issue."" Chair Sok Appadu requested submission of views from Parties for the preparation of a draft decision for discussion on Monday."
430	2003	enb12227e	['Canada', 'Norway']	"R&SO: On Saturday, Co-Chair Sue Barrell reported on informal consultations, noting divergent views on providing additional guidance to the GEF. She proposed compromise text, recalling the conclusions of SBSTA-17 and inviting the SBI, in considering additional guidance to the GEF, to give appropriate consideration to addressing the priority needs identified in regional action plans on global climate observing systems. Parties discussed under which fund the GEF would consider observation activities, and debated referring to SBI guidance to the ""financial mechanisms,"" ""financial mechanism"" or ""SCCF."" Stressing that this is for the SBI to decide, NORWAY, with AUSTRALIA, CANADA and the EU, supported a proposal by NEW ZEALAND to invite the SBI to give appropriate consideration to the issue in considering funding options. The G-77/CHINA objected to the proposal."
579	2003	enb12226e	['United States']	Parties also addressed holding a workshop for facilitating timely submission of fourth national communications. Opposed by the EU, the G-77/CHINA suggested removing reference to Article 4.2 throughout the draft decision, noting that this was judgmental. The US suggested this could address many of the concerns expressed in the group. Parties will continue deliberations in informal consultations on Monday, 8 December.
583	2003	enb12226e	['United Kingdom']	PROGRESS ON IMPLEMENTATION OF DECISION 5/ CP.7: Delegates in this contact group, co-chaired by Rob Mason (UK) and Al Waleed Al-Malik (United Arab Emirates), reviewed Parties perspectives on progress on the implementation of activities under decision 5/CP.7. Underlining the linkages of adaptation with other issues, the EU said decision 5/CP.7 enables important activities to be developed further. The G-77/CHINA said there is a need for substantive discussions on implementation of the decision, with a view to building on existing work. Noting that, in terms of the UNFCCC, adaptation is the priority, MICRONESIA, for AOSIS, stressed the vulnerability of SIDS and underlined, inter alia, the need for building capacity, addressing insurance challenges, and improving access to funding. SAUDI ARABIA underscored the need to take immediate action, support developing countries in the technical development of non-energy uses of fossil fuels, and exchange information on win-win P&Ms that reduce greenhouse gas emissions, while minimizing adverse impacts on developing countries.
440	2003	enb12225e	['Norway', 'Iceland', 'Switzerland', 'United States', 'Canada']	JOINT STATEMENT: SWITZERLAND, on behalf of itself, Canada, the EU, Iceland, New Zealand and Norway, reaffirmed the political commitment made during COP-6 part II to provide US$410 million to developing countries on an annual basis, beginning in 2005. He noted that steps are being taken toward fulfilling this commitment.
425	2003	enb12227e	['Canada']	SCCF: On Saturday, the Co-Chairs presented a revised draft COP decision. In preliminary comments, the G-77/CHINA addressed concerns that the text, inter alia, had not incorporated elements regarding the predictability, and new and additional nature of the funding, and had excluded references to technology transfer as it relates to adaptation. Noting that the text was a good basis for negotiations, the EU and CANADA said several elements had not been included in the revised text. Co-Chair Rawleston Moore then suspended the contact group to allow for informal consultations.
587	2003	enb12226e	['Russia', 'Canada']	GOOD PRACTICE GUIDANCE ON LULUCF: Delegates discussed draft conclusions, which, inter alia, recommend use of the IPCC Good Practice Guidance (GPG) under the UNFCCC and to consider them further at SBSTA-20 before recommending their use under the Protocol. TUVALU, for AOSIS, raised concern over adopting the GPG without sufficient time for its examination, and over the practicality of considering the GPG for the UNFCCC and Protocol separately. The IPCC explained how this is addressed in the GPG. The EU, JAPAN, NEW ZEALAND and CANADA urged adopting the guidelines for both the UNFCCC and the Protocol in order to prepare national inventories in time for entry into force of the Protocol. NEW ZEALAND, supported by AUSTRALIA and the RUSSIAN FEDERATION, emphasized the importance of adopting the GPG to advance the implementation of the UNFCCC, and the EU noted that delaying adoption of the GPG will prevent preparation of inventory submissions due in 2006. Opposed by TUVALU, the EU recommended recording Tuvalus concerns in the meetings minutes instead of amending the draft conclusions.
422	2003	enb12227e	['Norway', 'United States']	PROGRAMME BUDGET FOR 2004-5: On Saturday, Chair John Ashe presented a draft COP decision. SOUTH AFRICA expressed concern that measures to facilitate a prompt start to the CDM would be financed from voluntary funds. She requested a footnote, which states that several components would be funded from the core budget, while the remainder would come from the supplemental Trust Fund. NORWAY supported a 9% budget increase, while JAPAN reaffirmed its position to support a zero growth budget and to move the interim allocation from the core budget to the supplemental Trust Fund. The EU and NEW ZEALAND said Protocol development activities should remain in the core budget. Responding to a US suggestion to develop separate scales and budgets for the Protocol and UNFCCC, Chair Ashe proposed developing such an approach to be funded by Parties to the Protocol starting in January 2004.
584	2003	enb12226e	['United States']	R&SO: Parties considered a revised draft COP decision and draft conclusions. CHILE, the EU and US objected to referring to the importance of adhering to adopted principles of free and unrestricted exchange of information, noting that such principles do not exist. The G-77/CHINA said the Group would consult internally on this matter. Stressing the importance of sustained funding for regional action plans, the G-77/CHINA suggested that guidance on this issue should be given to the GEF. Referring to the SBSTA-17 conclusions containing a provision on this matter, Co-Chair Sue Barrell asked the G-77/CHINA whether it was necessary to include a request to the SBI to examine additional GEF guidance on this issue in the conclusions. The G-77/CHINA said it would hold internal consultations on the matter.
202	2003	enb12224e	['United States']	PROGRAMME BUDGET: Chair John Ashe (Antigua and Barbuda) emphasized the groups tasks of determining the budget level and addressing the Secretariats proposal for an interim funding allocation for the entry into force of the Protocol. On the options for the budget, the EU supported a 9% increase, while Japan supported zero nominal growth. Regarding the interim allocation, the EU said it regards this proposal as a positive attempt to give certainty and security to the financing of the Protocol, while JAPAN said these costs should be included in the Supplemental Trust Fund, not in the core budget. The US said Protocol-related developmental activities, particularly those related to the cooperative mechanims, should be shifted to the Supplemental Trust Fund or to the proposal for the interim allocation. AUSTRALIA urged that Protocol-related activities be funded by Parties to the Protocol only, and included in a separate budget and trust fund.
438	2003	enb12225e	['Belarus', 'Canada', 'United States', 'Russia']	REVIEW OF IMPLEMENTATION OF COMMITMENTS AND OF OTHER PROVISIONS OF THE UNFCCC: National communications from Annex I Parties: The EU and JAPAN reported on activities to reduce emissions and noted progress in meeting their Protocol targets. CANADA, AUSTRALIA and the US highlighted domestic measures. The RUSSIAN FEDERATION, BELARUS and SLOVENIA said the decline in emissions in their countries is due to the decoupling of GDP and emissions, and not due to economic decline. The G-77/ CHINA expressed concern over the increase in Annex I emissions and appealed for political commitment. ARGENTINA, opposed by the US, questioned the appropriateness of the emissions intensity measurement. SAUDI ARABIA, UNITED ARAB EMIRATES, ALGERIA, and OMAN noted concern over the impact of response measures on developing countries.
424	2003	enb12227e	['United States']	On Monday, the G-77/CHINA suggested deleting text on recognizing that the submission of national communications would ensure that the COP has sufficient information to assess the UNFCCCs implementation in a timely manner. The EU proposed text that national communications assist the COP to review the UNFCCCs implementation. The G-77/CHINA objected, and said the Group would consult on this matter internally. The US proposed additional text that non-Annex I Parties should submit national greenhouse gas inventories every two years, with LDCs submitting their inventories with their national communications.
586	2003	enb12226e	['Canada', 'United States']	"METHODOLOGICAL ISSUES: Delegates reviewed the Co-Chairs draft conclusions. SAUDI ARABIA requested that a paragraph referring to the elements of future methodological work in an annex to the conclusions should be bracketed, until those elements are agreed. The US said cost implications must be noted. AUSTRALIA, opposed by UGANDA, said the data reported by Parties rather than the database should be referred to as the ""authoritative source."" AUSTRALIA introduced new text clarifying the role of a data-interface scoping phase, emphasizing that Parties should exchange views and consider a range of options. NEW ZEALAND, supported by CANADA, and opposed by the EU and JAPAN, suggested text noting that the conclusions complete the work under the agenda sub-item. CANADA recommended that text on capacity building and collaborative efforts be linked to the elements of methodological work. SAUDI ARABIA suggested deleting text on periodic overviews and stressed the need to focus on implementation. Discussions will continue in informal consultations on Saturday, 6 December."
578	2003	enb12226e	['United States']	ANNEX I NATIONAL COMMUNICATIONS: This contact group, co-chaired by Jos Ovalle (Chile) and Michael Zammit-Cutajar (Malta), discussed a draft COP decision. ARGENTINA noted omissions in the draft decision regarding the scope of the issues, the extent of delay in submission of documents, problems in the implementation of P&Ms, and increasing emissions levels. He outlined problems of incompatible methods for making projections and of grouping together net and gross emissions. The US said references to commitments under the Protocol may be premature, questioned the interpretation of Article 4.2 (a) and (b) (fulfillment of commitments by developed country Parties) and objected to the focus on international aviation, noting that discussion of this issue should await the outcomes of SBSTAs discussions.
446	2003	enb12225e	['Canada', 'United States']	The EU, CANADA, and JAPAN, opposed by SAUDI ARABIA and the G-77/CHINA, supported the exchange of information on, inter alia, methods, models, and assumptions regarding projections. SAUDI ARABIA said win-win aspects of good practices in P&Ms in Annex I Parties and implementation of UNFCCC Article 4.8 and 4.9 (adverse effects) should be addressed. CANADA, opposed by the G-77/CHINA, said discussions on information, methods and tools for socioeconomic scenario-building should be included, while NEW ZEALAND suggested that the issue should be discussed with projections matters. The US and NEW ZEALAND, opposed by the EU, said the Co-Chairs proposal to include discussions on information exchange regarding methodologies for assessing mitigation and adaptation technologies overlaps with SBSTAs ongoing work.
426	2003	enb12227e	['Canada', 'United States']	"IMPLEMENTATION OF DECISION 5/CP.7: On Monday, the G-77/CHINA, AUSTRALIA, US and EU expressed views on the Co-Chairs draft COP decision, with the G-77/CHINA noting that additions would be necessary, and the US urging that the text not be expanded further. Parties discussed the preambular paragraphs, debating whether to include text from decision 5/CP.7. The EU suggested text referring to meeting the requirements of sustainable development. Opposed by the G-77/CHINA, the US and CANADA said there is no need to emphasize specific aspects of decision 5/CP.7. Delegates then addressed how to qualify progress made on the implementation of decision 5/CP.7. Opposed by the G-77/CHINA, AUSTRALIA suggested welcoming ""significant"" progress in the implementation of 5/CP.7. Parties discussed the nature and timing of submissions on activities implemented to support the provisions of decision 5/CP.7. The G-77/CHINA suggested that submissions should contain information on support programmes to meet national needs and specific circumstances of developing country Parties arising from adverse effects of climate change. Parties discussed how to address views on insurance. The EU, supported by the US, suggested considering insurance and risk assessment, and removing reference to a work programme on insurance. In the evening, delegates addressed the remaining paragraphs in the draft decision in informal consultations."
444	2003	enb12225e	['Russia', 'Canada', 'Switzerland', 'Norway']	IPCC TAR: Chair Thorgeirsson introduced the draft decision and SBSTA conclusions on the IPCC TAR. Noting the need to further discuss the themes and issues to be considered by SBSTA under the two new agenda items, the G-77/CHINA objected to forwarding the draft decision to the COP. Opposing the G-77/ China, AUSTRALIA, the EU, SWITZERLAND, NORWAY, RUSSIAN FEDERATION and JAPAN emphasized the need to begin work on the new agenda items, and noted the importance for the COP to consider them. The EU said that work on substance can be initiated, while further considering specific themes and issues. CANADA emphasized the need to avoid duplication of work, and to ensure a Party-driven process. The EU highlighted that work under the new agenda items will contribute to meeting the UNFCCCs ultimate objective.
441	2003	enb12225e	['United States']	Submission of second, and where appropriate, third national communications: The EU emphasized the importance of an efficient process for the preparation of non-Annex I national communications. The US said that non-Annex I national communications should be submitted no more than four years after the submission of their initial communications. In the case of communications from LDCs, she said these should be submitted every five years. Regarding the submission of greenhouse gas inventories, she proposed that non-Annex I Parties should submit these every two years, and that LDCs should submit inventories every five years as part of their national communications. Chair Stoycheva requested non-Annex I national communications contact group Chair Sok Appadu to also consider this sub-item and prepare a draft COP decision.
443	2003	enb12225e	['Canada', 'Norway']	SCCF: Co-Chairs Rawleston Moore and Frode Neergaard presented the Co-Chairs draft COP decision for consideration. NIGERIA, for the G-77/China, said the decision could not be used as the basis of negotiation, emphasizing that it did not contain sufficient guidance on operational procedures, including a review process, and that it lacked reference to the additionality of the funds. He requested the Co-Chairs to prepare a new draft decision and adjourn the meeting to allow the G-77/China time to consult internally. While noting minor concerns over the draft decision, the EU, CANADA and NORWAY said the draft decision provides a good basis for negotiations. Following a break for informal consultations by the G-77/China, the Co-Chairs adjourned the meeting.
793	2003	enb12229e	['Canada', 'United States']	IMPLEMENTATION OF DECISION 5/CP.7: Following informal consultations on the draft conclusions late Tuesday night, delegates agreed to invite Parties and relevant international organizations to report on activities to meet the needs of developing countries arising from the adverse effects of climate change. Changing its earlier support, SAUDI ARABIA, opposed by the G-77/ CHINA, MICRONESIA, US, EU, NEW ZEALAND, AUSTRALIA, JAPAN and CANADA, proposed adding bracketed text on reporting on actions to address the adverse affects of response measures. Following informal consultations, the group agreed to the draft conclusions, without amendment, and to include Saudi Arabias proposal in the draft negotiating text included in the annex to the draft conclusions.
658	2003	enb12223e	['Montenegro', 'Serbia', 'Bosnia and Herzegovina', 'United Kingdom']	OTHER MATTERS: Proposal by Croatia on LULUCF and special circumstances of Croatia: CROATIA stressed the importance of resolving the issue of its special circumstances under UNFCCC Article 4.6 (special circumstances of EITs) and called for the continuation of informal negotiations on the issue. BOSNIA AND HERZEGOVINA and SERBIA AND MONTENEGRO said that the Croatian emissions estimates and projections are based on emissions not originating in Croatias territory. CROATIA pointed to new emissions estimates and projections that do not include emissions from neighboring countries, noting that the concerns of Bosnia and Herzegovina and Serbia and Montenegro are no longer relevant. Chair Stoycheva said Jim Penman (UK) would undertake informal consultations.
582	2003	enb12226e	['Canada', 'Norway']	SCCF: The G-77/CHINA introduced the Groups views on the Co-Chairs draft decision, noting, inter alia, that the SCCF should be financed from new and additional funds, and that the funding level of the SCCF should match that of the GEFs climate change focal area. Delegates then undertook a paragraph-by-paragraph reading of the text. The EU, opposed by the G-77/CHINA, said the objective of the SCCF is to assist developing countries to integrate climate change factors into national sustainable development and poverty reduction strategies, and their implementation. Opposed by the G-77/CHINA, he urged that the SCCFs function is to support mainstreaming of climate change factors in development activities at national and local levels. The G-77/CHINA, opposed by the EU and NORWAY, stressed the need for predictable and adequate funding levels. On the inclusion of activities in decision 7/CP.7 (funding under the UNFCCC), particularly on economic diversification, the EU, with NORWAY, opposed by the G-77/ CHINA, called for the deletion of the reference. Sharing the same concern, CANADA proposed discussing a process to further elaborate these items following the operationalization of the SCCF.
442	2003	enb12225e	['United States', 'United Kingdom']	Progress on the implementation of activities under decision 5/CP.7: The EU, US and AUSTRALIA noted activities that have taken place to implement decision 5/CP.7, including workshops and the third GEF replenishment, and welcomed an exchange of views on this issue during COP-9. Chair Stoycheva said that Rob Mason (UK) and Al Waleed Al-Malik (United Arab Emirates) would co-chair a contact group to prepare a draft COP decision on the matter.
580	2003	enb12226e	['United States']	"Parties deliberated whether the preparation of national communications has provided a ""valuable opportunity"" for capacity building, with the G-77/CHINA urging deletion of this reference. Opposed by the G-77/CHINA, JAPAN preferred removing reference to ""further"" financial and technical support for enhancing national capacities. Regarding a compilation and synthesis of information from national communications from small island developing States (SIDS) with a focus on adaptation and mitigation, NIUE and ANTIGUA AND BARBUDA, supported by the US, AUSTRALIA, and EU, urged retaining this as a separate synthesis document."
200	2003	enb12224e	['United States']	NON-ANNEX I NATIONAL COMMUNICATIONS: Delegates heard a presentation by CGE Chair Brian Challenger (Antigua and Barbuda) on the proposed work programme of the CGE for 2003-7. Participants discussed the distribution of regional experts within each of the thematic groups of the CGE, and funding for workshops. The US, supported by the EU, suggested that workshops be organized based on status of preparation of communications, rather than on regions. Draft conclusions were distributed for discussion at the next contact group meeting.
447	2003	enb12225e	['Canada', 'United States']	Recommending a focus beyond trade issues, CANADA, opposed by SAUDI ARABIA and the EU, suggested that discussions on cleaner or less-greenhouse gas-emitting energy should be included. NEW ZEALAND, opposed by SAUDI ARABIA, said discussions on methodologies on the impact of implementation of the Protocol should be included under the projections topic. The EU, opposed by JAPAN, the US, CANADA, CHINA, and NEW ZEALAND, urged discussions on methodologies to determine Parties contributions.
439	2003	enb12225e	['Switzerland']	REPORT OF THE CDM EB: CDM EB Chair Hans Jrgen Stehr presented a report on the activities of the EB. He noted that nine proposals have been approved, and stressed the importance of sustaining funding for activities of the EB. The G-77/CHINA highlighted the need for equitable geographic distribution of designated operational entities (DOE) and financial and technical assistance to promote the emergence of such entities in developing countries. With GHANA, he underscored the importance of the sustainable development objectives of CDM projects. SWITZERLAND supported the continuation of creative proposals and ideas for approaching the EBs tasks. JAPAN and the EU called for accelerated project registration. ARGENTINA expressed concern at the lengthy process for evaluating methodologies.
445	2003	enb12225e	['Canada']	GOOD PRACTICE GUIDANCE ON LULUCF:  Co-Chair Audun Rosland reported progress on the common reporting format and announced that the EU, with the help of Canada, would present reporting tables on sectoral background data for LULUCF based on IPCC Good Practice Guidance (GPG). On harvested wood products, delegates discussed the Co-Chairs draft conclusions, which invite submissions from Parties by 15 April 2004 in order to review the matter at SBSTA-21. Text remains bracketed on the reference to taking the GPG into consideration when making submissions.
427	2003	enb12227e	['Canada', 'United States']	"TECHNOLOGY TRANSFER: On Saturday, Parties reviewed the Co-Chairs draft conclusions. GHANA and THAILAND recommended amending text on support from international and other organizations. The US suggested text noting the need to take account of the financial resources that ""may be needed"" for the implementation of the EGTTs work programme, while THAILAND and GHANA supported text stating that the EGTT ""requires"" more resources. CANADA expressed concern about prejudging financial needs. CHINA and MALAYSIA recommended combining paragraphs on resource allocation and requests for support to the EGTT. The G-77/CHINA introduced text on enhancing: the ""push factor"" in developed countries to transfer technologies to developing countries; assessments on technology transfer; and joint research on environmentally sound technologies. The EU suggested text on reporting on capacity-building activities relating to technology transfer in national communications. Deliberations continued in informal discussions."
428	2003	enb12227e	['Russia', 'Canada']	GOOD PRACTICE GUIDANCE ON LULUCF: On Saturday, delegates discussed revised draft conclusions and a draft COP decision. TUVALU raised concern over recommending the IPCC Good Practice Guidance (GPG) without having had time for its full consideration. Opposing this, the EU, with JAPAN, NEW ZEALAND, AUSTRALIA, CANADA and the RUSSIAN FEDERATION urged adopting the GPG for both the UNFCCC and the Protocol in order to prepare national inventories in time for implementation.
429	2003	enb12227e	['Canada', 'Switzerland', 'United States']	Delegates discussed revised text on factoring out direct human-induced changes in carbon stocks from indirect and natural effects. The G-77/CHINA proposed referring to the IPCC statement to SBSTA when taking note of the IPCC report on factoring out. The US, SWITZERLAND and NEW ZEALAND objected to this proposal. Regarding the need to address accounting of LULUCF activities, CANADA, supported by NEW ZEALAND, AUSTRALIA and JAPAN, proposed referring to the IPCC report. Opposing this proposal, the G-77/CHINA suggested referring to text in a draft COP/MOP decision contained in decision 11/CP.7 (LULUCF) on changes in stocks from natural effects. On Parties submissions, the EU and AUSTRALIA, opposed by NEW ZEALAND and TUVALU, suggested inviting submissions on issues relating to LULUCF, other than on factoring out.
199	2003	enb12224e	['Canada', 'Switzerland', 'United States']	R&SO: This group was co-chaired by Sue Barrell (Australia) and Philip Gwage (Uganda). Parties discussed a draft decision and draft conclusions on global observing systems for climate. Co-Chair Barrell outlined the GCOS Cooperation Mechanism, which identifies the most effective use of existing resources for improving global observing systems of climate in developing countries. INDIA, supported by the G-77/CHINA, suggested including reference to the WMO principles for free data exchange, while the US cautioned against referring to principles established under any one specific organization. MALI, for the G-77/China, noted the need for guidance to the GEF regarding sustaining infrastructure. He also stressed the importance of implementing regional action plans. The EU, supported by SWITZERLAND, encouraged digitalizing historical data. CANADA suggested inviting the Group on Earth Observations (GEO) to prioritize work on climate monitoring, and the US proposed requesting GCOS and GEO to coordinate their work. CHILE stressed the need to call on national governments to provide financial resources to national meteorological authorities.
581	2003	enb12226e	['Switzerland', 'United States']	On guidance to the GEF, CROATIA proposed a request to the GEF that its approach to enhancing capacity building should respond to the framework for capacity building in EITs. SWITZERLAND, AUSTRALIA and the US proposed forwarding text on further guidance to the GEF for consideration under the relevant agenda item. The G-77/CHINA and EU objected, noting the importance of capacity-building experts agreeing on the text first. Due to lack of time, Parties agreed to forward the bracketed text for consideration under the agenda item on further guidance to the GEF.
98	2004	enb12258e	['Canada', 'United States']	Discussion: QATAR said the pressing needs of developing countries should be met through full implementation of commitments by Annex I Parties, including on capacity building, technology transfer and financial support. GERMANY emphasized that to prevent an increase in temperature of more than 2 degrees Celsius, emissions must be halved by 2050, and a binding medium-term goal to reduce emissions by 2020 should be discussed. He urged the US to reduce its emissions to 1990 levels according to its UNFCCC commitment and said the decoupling of GDP and greenhouse-gas emissions growth in developing countries must be achieved. Noting that the future of the planet is at stake, LUXEMBOURG stressed the urgent need to halt the growth of global emissions within two decades. BRAZIL supported discussing future actions and a negotiating mandate for 2012, while respecting the historical responsibilities of developed and developing countries. IRELAND, FRANCE, SWEDEN and MICRONESIA supported a prompt, comprehensive and open dialogue on the future of the climate change process. Announcing that his country will soon ratify the Protocol, PAKISTAN recommended engaging non-Parties and maintaining a regime architecture that is sufficiently flexible and open to allow late entrants. CANADA stressed the importance of multilateral action.
59	2004	enb12252e	['Switzerland', 'United States']	CDM EB: The contact group, chaired by Raúl Estrada-Oyuela (Argentina), reviewed a draft decision and heard general remarks. The US proposed an amendment to Rule 27 of the EB Rules of Procedure on attendance at meetings, stating that “attendance means physical presence in the room in which the EB meets.” Chair Estrada-Oyuela noted that this type of amendment has budgetary implications and requires guidance from the contact group on the financial mechanism. JAPAN emphasized the need to prioritize energy projects and, with the EU, the need for transparency. The EU and SWITZERLAND noted the importance of addressing the implications of CDM activities for the achievement of objectives of other multilateral environmental agreements. JAPAN said he would provide text on proposals for new baseline and monitoring methodologies for types of project activities in sectors not yet covered by approved methodologies.
389	2004	enb12256e	['Russia', 'Canada', 'United States']	LULUCF: Eugene Hendrick (Ireland) reported on the informal drafting group on HWP. He proposed new text inviting Parties, inter alia, to: submit data and information on HWP if they have not done so already, and provide updated information on experience with the IPCC 1996 Greenhouse Gas Inventory Guidelines and the GPG Appendix on the HWP methodological issues, by 1 August 2005. The RUSSIAN FEDERATION cautioned that the HWP methodology should not be addressed prior to the completion of the GPG, as inconsistencies could arise. He also proposed deletion of reference to the GPG Appendix. BRAZIL, for the G-77/China, proposed that submitting data and information on HWP should explicitly apply to Annex I Parties. The US, with CANADA and the EU, proposed that non-Annex I Parties should also be allowed to submit information if they wish to do so. The G-77/CHINA requested time to consult on the issue internally. Following informal discussions, delegates agreed to refer only to Annex I Parties.
663	2004	enb12251e	['Switzerland', 'United States']	FINANCIAL MECHANISM: Special Climate Change Fund (SCCF): The EU said a recent meeting of potential SCCF donors had resulted in pledges of US$35 million. SAUDI ARABIA said no single activity should be prioritized over others. ARGENTINA, with PANAMA, welcomed the pledges to the SCCF, but noted that these are insufficient for effectively supporting adaptation and disaster response. AOSIS, supported by the AFRICA GROUP, LDCs, NAMIBIA, CUBA and UGANDA, expressed concern over the interpretation of COP guidance by the Global Environment Facility (GEF), underlining that the most vulnerable countries face difficulty in accessing GEF funds due to the burden of co-financing requirements, the existence of additional criteria and indicators not adopted by the COP, and the narrow scope of adaptation projects eligible under the GEF. SWITZERLAND noted that the new criteria seek to simplify the incremental cost principle and the US welcomed the differentiation in criteria applied to the General Trust Fund and SCCF. SAMOA urged that more innovative approaches be used and that the COP, not the GEF, should determine eligibility criteria.
63	2004	enb12252e	['Canada', 'United States']	DISCUSSION: AUSTRALIA and JAPAN stressed the importance of fostering multilateral cooperation on mitigation initiatives. CANADA expressed optimism at the varied mitigation efforts ongoing globally. The US highlighted the importance of partnerships and proposed that SBSTA address policy tools for clean coal production and energy efficiency. The INTERNATIONAL ENERGY AGENCY (IEA) said effective mitigation requires a portfolio of technologies and effective policy frameworks. He noted that the IEA is hosting more than 40 implementing agreements on technology development. The EU, with the COOK ISLANDS, said barriers to the uptake of small-scale renewable energy need to be addressed further.
58	2004	enb12252e	['Canada', 'United States']	ADAPTATION: JAMAICA, for the G-77/China, said the SBSTA in-session workshop held on 8 December highlighted the urgency for action to address adaptation. AUSTRALIA stressed the importance of adaptation for both developed and developing countries. The EU recommended reviewing the outcomes of the SBSTA-20 and SBSTA-21 workshops to identify impacts of different levels and rates of climate change, and options for adaptation. The US said that individual extreme weather events cannot be linked to climate change. SUDAN, for the Africa Group, and ARGENTINA said adaptation is a global priority. JAPAN said both mitigation and adaptation should be addressed at the global level. CANADA called for strengthening the adaptation knowledge-base. On ways to build adaptive capacity, NICARAGUA pointed to participatory processes that include local communities and technical experts, and CHINA urged mobilization of funds and technology transfer from developed countries.
60	2004	enb12252e	['Russia']	The EU and ARGENTINA said adaptation should be included in sustainable development plans. JAPAN and the EU stressed the need to balance adaptation and mitigation, while INDIA said focus should be on adaptation. The RUSSIAN FEDERATION called for enhanced coordination with the Convention on Biological Diversity, Ramsar Convention on Wetlands and the UN Convention to Combat Desertification with regard to adaptation. TANZANIA stressed the need to identify areas where immediate action is required.
57	2004	enb12252e	['Canada']	OTHER MATTERS: Implementation of Protocol Article 2.3: Chair Benrageb urged Parties to move forward on this issue. SAUDI ARABIA expressed disappointment about the lack of progress on Article 2.3 since COP-8. The EU, CANADA and JAPAN stated that Article 2.3 is sufficiently reflected in decision 5/CP.7. Chair Benrageb will consult informally on the issue.
664	2004	enb12251e	['United States']	Implementation of decision 5/CP.8 (review of the financial mechanism): JAPAN welcomed the GEF’s leverage of substantial co-financing resources. The US noted that the GEF finances the incremental costs of implementation, yet many projects presented in national communications do not identify such costs. The EU highlighted the importance of identifying funds for the fourth GEF replenishment.
387	2004	enb12256e	['Canada', 'United States']	ADVERSE EFFECTS: Parties reviewed text in a Co-Chairs’ non-paper focusing on the impacts of the implementation of response measures. The EU, US and AUSTRALIA questioned the need for “forums” on insurance for adverse effects of response measures and on economic diversification prior to such adverse effects becoming apparent, but stated that a one-off event on modeling may be of value. The G-77/CHINA said events on insurance, modeling and economic diversification should take place in the form of expert groups. The US, supported by CANADA and the EU, said text on mobilizing resources for implementation should mirror language in decision 5/CP.7. SAUDI ARABIA supported the language in the non-paper, emphasizing the need for action on this issue. Discussions continued informally.
103	2004	enb12259e	['Norway', 'Ukraine']	Discussion: UKRAINE and OMAN noted their recent ratifications of the Protocol. EGYPT stressed the need for greater efforts on adaptation and technology transfer. NORWAY underlined the need for a strong political response coming out of COP-10. ROMANIA supported the integration of adaptation and mitigation measures. JAPAN noted a paradigm shift in the awareness of its citizens, following recent extreme weather events in Japan. He said that Japan is engaging in “proactive” action for adaptation. TANZANIA said adaptation to climate change is an equity issue, noting the disproportionate impacts of climate change on LDCs.
62	2004	enb12252e	['United States']	ADVERSE EFFECTS: Co-Chairs Paul Watkinson and Samuel Adejuwon reviewed an amendment from the EU and a draft decision text proposed by the G-77/China. The US, supported by several others, requested time to analyze the new texts. The Co-Chairs will prepare a consolidated text and the group will reconvene informally.
61	2004	enb12252e	['Canada']	LDCS: This group was co-chaired by Bubu Jallow (the Gambia) and Ricardo Moita (Portugal). Delegates discussed guidance to the GEF on the LDC Fund and the LDC Expert Group (LEG). CANADA commended the LEG’s work, and TANZANIA, for the LDCs, proposed extending the LEG’s mandate to support the implementation of national adaptation programmes of action (NAPAs). On guidance to the GEF, LDCs, SAMOA and MALAWI expressed concern over co-financing requirements, noting that decision 6/CP.9 (guidance on the operation of the LDC Fund) provides for full funding of NAPAs. The GEF said that, since decision 6/CP.9 requires the GEF to develop criteria for full funding, some activities would qualify for full funding, while others would build on existing development projects and require co-financing from other sources, or in-kind contributions by recipient governments. The EU said co-financing emphasizes countries’ sense of ownership over projects.
